,Product:,Sale Date:,Category:,Quantity:,Total Price:,Total Profit:,Payment Type:,Customer Details:
1535,Camp Stool,21 May 2025,Homeware —  Design,3,EUR 49.50,EUR 19.80,Credit Card,ID 3969Location DublinGender: MaleAge: 18-24
1536,Pink Cheque Shirt Dress,21 May 2025,Children — Girls Clothing,1,€ 16.50,€ 8.41,Credit Card,Age Category: 35-44Gender: MaleCustomer ID: 7744City: Tipperary
1537,Pink Cheque Shirt Dress,21 May 2025,Children — Girls Clothing,1,€ 16.50,€ 8.41,Credit Card,Age Category: 35-44Gender: MaleCustomer ID: 7744City: Tipperary
1538,White Short Sleeve Oxford Shirt,"May 21, 2025",Men — Shirts,1,€53.00,€20.14,Credit Card,Gender: FemaleLocation WicklowCust ID: 6151Age Category: 25-34
1539,White Short Sleeve Oxford Shirt,"May 21, 2025",Men — Shirts,1,€53.00,€20.14,Credit Card,Gender: FemaleLocation WicklowCust ID: 6151Age Category: 25-34
1540,Blue Floral Embroidered Mac,21-05-2025,Children — Girls Clothing,1,35.00,17.85,Debit Card,ID 13387From: KildareGender: MAge Category: 25—34
1541,Blue Floral Embroidered Mac,21-05-2025,Children — Girls Clothing,1,35.00,17.85,Debit Card,ID 13387From: KildareGender: MAge Category: 25—34
1542,Pink Floral Blend Printed Dress,2025-05-21,Women — Dresses,1,€ 27.90,€ 12.40,PayPal,Customer ID: 4029From: TipperaryGender: Prefer not to sayAge Category: 18-24
1543,Pink Floral Blend Printed Dress,2025-05-21,Women — Dresses,1,€ 27.90,€ 12.40,PayPal,Customer ID: 4029From: TipperaryGender: Prefer not to sayAge Category: 18-24
1544,Chevron Pattern Towering Heels,"May 21, 2025",Men — Shoes,1,€ 57.00,€ 25.65,Debit Card,ID: 11759Location: CorkGender: MaleAge Range: 45–54
1545,Chevron Pattern Towering Heels,"May 21, 2025",Men — Shoes,1,€ 57.00,€ 25.65,Debit Card,ID: 11759Location: CorkGender: MaleAge Range: 45–54
1546,Dark Ink Slim Fit Jeans,2025-05-21,Men — Jeans,1,€ 46.00,€ 18.40,Credit Card,Cust ID: 15828From: CorkGender: FemaleAge Group: 35—44
1547,Dark Ink Slim Fit Jeans,2025-05-21,Men — Jeans,1,€ 46.00,€ 18.40,Credit Card,Cust ID: 15828From: CorkGender: FemaleAge Group: 35—44
1548,Cream Vintage Bin,2025-05-21,Homeware  — Bed Bath,6,432.00,151.20,Credit Card,Customer ID: 10262City: WestmeathGender: FAge: 35–44
1549,Cream Vintage Bin,2025-05-21,Homeware  — Bed Bath,6,432.00,151.20,Credit Card,Customer ID: 10262City: WestmeathGender: FAge: 35–44
1550,Dwellers Stool,2025-05-22,Homeware — Design,1,11.50,4.60,Credit Card,Customer ID: 5895City: WicklowGender: FemaleAge Group: 25-34
1551,Dwellers Stool,2025-05-22,Homeware — Design,1,11.50,4.60,Credit Card,Customer ID: 5895City: WicklowGender: FemaleAge Group: 25-34
1552,White Cropped Leggings,"May 22, 2025",Men — Trousers,1,35.00,17.15,Credit Card,Cust ID: 8569City: WicklowGender: FemaleAge: 25-34
1553,White Cropped Leggings,"May 22, 2025",Men — Trousers,1,35.00,17.15,Credit Card,Cust ID: 8569City: WicklowGender: FemaleAge: 25-34
1554,Black Signature Point Court Shoes,"May 22, 2025",Men — Shoes,1,€44.00,€19.80,Credit Card,Customer ID: 1603City: DublinGender: FemaleAge Group: 25–34
1555,Black Signature Point Court Shoes,"May 22, 2025",Men — Shoes,1,€44.00,€19.80,Credit Card,Customer ID: 1603City: DublinGender: FemaleAge Group: 25–34
1556,White Short Sleeve Oxford Shirt,2025-05-22,Men — Shirts,1,53.00,20.14,Debit Card,ID 19109Location: KildareGender: MAge Range: 25-34
1557,White Short Sleeve Oxford Shirt,2025-05-22,Men — Shirts,1,53.00,20.14,Debit Card,ID 19109Location: KildareGender: MAge Range: 25-34
1558,Red Wing Iron Ranger Boot,22 May 2025,Men — Shoes,1,EUR 87.00,EUR 39.15,Debit Card,ID 2850City: DublinGender: FemaleAge Group: 25-34
1559,Red Wing Iron Ranger Boot,22 May 2025,Men — Shoes,1,EUR 87.00,EUR 39.15,Debit Card,ID 2850City: DublinGender: FemaleAge Group: 25-34
1560,White Short Sleeve Oxford Shirt,2025-05-22,Men — Shirts,1,53.00,20.14,Debit Card,ID: 9703Location: DublinGender: MaleAge Range: 25-34
1561,White Short Sleeve Oxford Shirt,2025-05-22,Men — Shirts,1,53.00,20.14,Debit Card,ID: 9703Location: DublinGender: MaleAge Range: 25-34
1562,Camp Stool,2025-05-22,Homeware —  Design,2,33.00,13.20,Credit Card,Cust ID: 15384City: ClareGender: MaleAge Range: 35-44
1563,Camp Stool,2025-05-22,Homeware —  Design,2,33.00,13.20,Credit Card,Cust ID: 15384City: ClareGender: MaleAge Range: 35-44
1564,Blue Floral Embroidered Mac,2025-05-22,Children — Girls Clothing,1,EUR 35.00,EUR 17.85,Credit Card,ID: 7816Location CorkGender: MaleAge Range: 25—34
1565,Blue Floral Embroidered Mac,2025-05-22,Children — Girls Clothing,1,EUR 35.00,EUR 17.85,Credit Card,ID: 7816Location CorkGender: MaleAge Range: 25—34
1566,Lattice Runner,23-05-2025,Homeware — Design,1,€86.00,€34.40,Credit Card,ID: 4072City: DublinGender: FemaleAge Category: 18-24
1567,Lattice Runner,23-05-2025,Homeware — Design,1,€86.00,€34.40,Credit Card,ID: 4072City: DublinGender: FemaleAge Category: 18-24
1568,Black Full Length Leggings,"May 23, 2025",Men — Trousers,1,€46.00,€22.54,Credit Card,ID: 10756From: DublinGender: MaleAge Category: 25-34
1569,Black Full Length Leggings,"May 23, 2025",Men — Trousers,1,€46.00,€22.54,Credit Card,ID: 10756From: DublinGender: MaleAge Category: 25-34
1570,White Polo Two Pack,2025-05-23,Children — Girls Clothing,2,EUR 15.00,EUR 7.65,Debit Card,Gender: FemaleCustomer ID: 15397Age: 25-34Location: Dublin
1571,White Polo Two Pack,2025-05-23,Children — Girls Clothing,2,EUR 15.00,EUR 7.65,Debit Card,Gender: FemaleCustomer ID: 15397Age: 25-34Location: Dublin
1572,Dark Ink Slim Fit Jeans,23 May 2025,Men — Jeans,1,€46.00,€18.40,Credit Card,ID: 6993Location: KerryGender: MaleAge: 25-34
1573,Dark Ink Slim Fit Jeans,23 May 2025,Men — Jeans,1,€46.00,€18.40,Credit Card,ID: 6993Location: KerryGender: MaleAge: 25-34
1574,Navy Linen Blend Dress,2025-05-23,Women — Dresses,1,EUR 30.00,EUR 15.00,Credit Card,Cust ID: 8184Location LouthGender: MAge Category: 35-44
1575,Navy Linen Blend Dress,2025-05-23,Women — Dresses,1,EUR 30.00,EUR 15.00,Credit Card,Cust ID: 8184Location LouthGender: MAge Category: 35-44
1576,Multi Llama Vests Three Pack,2025-05-23,Children — Girls Clothing,1,17.50,8.93,Debit Card,Gender: FCity: CorkAge Group: 55-64ID 19447
1577,Multi Llama Vests Three Pack,2025-05-23,Children — Girls Clothing,1,17.50,8.93,Debit Card,Gender: FCity: CorkAge Group: 55-64ID 19447
1578,Soft Velour Eyelet Lined Curtains,24-05-2025,Homeware — Design,4,424.00,169.60,Credit Card,ID: 12759From: DublinGender: FemaleAge Group: 18—24
1579,Soft Velour Eyelet Lined Curtains,24-05-2025,Homeware — Design,4,424.00,169.60,Credit Card,ID: 12759From: DublinGender: FemaleAge Group: 18—24
1580,Dark Wash Straight Fit Jeans,24 May 2025,Men — Jeans,1,€ 33.00,€ 13.20,Debit Card,Customer ID: 1078From: DublinGender: FemaleAge Group: 35—44
1581,Dark Wash Straight Fit Jeans,24 May 2025,Men — Jeans,1,€ 33.00,€ 13.20,Debit Card,Customer ID: 1078From: DublinGender: FemaleAge Group: 35—44
1582,Black Loose Fit Jeans,2025-05-24,Men — Jeans,1,€ 29.00,€ 11.60,Credit Card,Cust ID: 7031From: CorkGender: MaleAge Range: 25–34
1583,Black Loose Fit Jeans,2025-05-24,Men — Jeans,1,€ 29.00,€ 11.60,Credit Card,Cust ID: 7031From: CorkGender: MaleAge Range: 25–34
1584,Dwellers Stool,2025-05-24,Homeware — Design,8,€ 92.00,€ 36.80,Credit Card,Gender: FemaleID 13300From: OffalyAge Range: 25-34
1585,Dwellers Stool,2025-05-24,Homeware — Design,8,€ 92.00,€ 36.80,Credit Card,Gender: FemaleID 13300From: OffalyAge Range: 25-34
1586,Orange/Navy Shorts Three Pack,"May 24, 2025",Children — Girls Clothing,2,33.00,16.83,Credit Card,Gender: FemaleID 8131Age Group: 25-34From: Clare
1587,Orange/Navy Shorts Three Pack,"May 24, 2025",Children — Girls Clothing,2,33.00,16.83,Credit Card,Gender: FemaleID 8131Age Group: 25-34From: Clare
1588,Juliette Pullover,"May 24, 2025",Women — Tops,2,106.00,63.60,Debit Card,ID: 3708City: GalwayGender: MaleAge: 35-44
1589,Juliette Pullover,"May 24, 2025",Women — Tops,2,106.00,63.60,Debit Card,ID: 3708City: GalwayGender: MaleAge: 35-44
1590,Red Joggers Two Pack,2025-05-25,Children — Boys Clothing,1,15.00,7.65,Credit Card,Cust ID: 6466From: DublinGender: MaleAge Group: 25-34
1591,Red Joggers Two Pack,2025-05-25,Children — Boys Clothing,1,15.00,7.65,Credit Card,Cust ID: 6466From: DublinGender: MaleAge Group: 25-34
1592,Black Single Cuff Shirt,25-05-2025,Men — Shirts,1,EUR 42.00,EUR 15.96,Debit Card,ID: 17737Location GalwayGender: FemaleAge Category: 45—54
1593,Black Single Cuff Shirt,25-05-2025,Men — Shirts,1,EUR 42.00,EUR 15.96,Debit Card,ID: 17737Location GalwayGender: FemaleAge Category: 45—54
1594,Mid Blue Straight Fit Jeans,2025-05-25,Men — Jeans,1,38.00,15.20,Debit Card,ID: 10028Location DublinGender: FemaleAge Category: 18-24
1595,Mid Blue Straight Fit Jeans,2025-05-25,Men — Jeans,1,38.00,15.20,Debit Card,ID: 10028Location DublinGender: FemaleAge Category: 18-24
1596,White Polo Two Pack,2025-05-25,Children — Girls Clothing,1,7.50,3.83,Debit Card,Age Category: 25-34From: TipperaryCust ID: 3037Gender: Female
1597,White Polo Two Pack,2025-05-25,Children — Girls Clothing,1,7.50,3.83,Debit Card,Age Category: 25-34From: TipperaryCust ID: 3037Gender: Female
1598,White Polo Two Pack,2025-05-25,Children — Girls Clothing,1,EUR 7.50,EUR 3.83,CC,Age: 35—44Gender: FCustomer ID: 14069Location: Clare
1599,White Polo Two Pack,2025-05-25,Children — Girls Clothing,1,EUR 7.50,EUR 3.83,CC,Age: 35—44Gender: FCustomer ID: 14069Location: Clare
1600,Dark Ink Slim Fit Jeans,2025-05-25,Men — Jeans,1,46.00,18.40,Debit Card,ID 13119City: DublinGender: MAge Category: 18-24
1601,Dark Ink Slim Fit Jeans,2025-05-25,Men — Jeans,1,46.00,18.40,Debit Card,ID 13119City: DublinGender: MAge Category: 18-24
1602,Lilac/Mint Long Sleeve Shirts,"May 25, 2025",Children — Girls Clothing,2,€ 52.00,€ 26.52,Debit Card,ID 19116Location LimerickGender: MaleAge: 25-34
1603,Lilac/Mint Long Sleeve Shirts,"May 25, 2025",Children — Girls Clothing,2,€ 52.00,€ 26.52,Debit Card,ID 19116Location LimerickGender: MaleAge: 25-34
1604,Blue Floral Embroidered Mac,2025-05-26,Children — Girls Clothing,1,€ 35.00,€ 17.85,Debit Card,Customer ID: 11303City: DublinGender: FemaleAge Range: 35-44
1605,Blue Floral Embroidered Mac,2025-05-26,Children — Girls Clothing,1,€ 35.00,€ 17.85,Debit Card,Customer ID: 11303City: DublinGender: FemaleAge Range: 35-44
1606,Blue Floral Embroidered Mac,26-05-2025,Children — Girls Clothing,1,€35.00,€17.85,Debit Card,Cust ID: 11859Location LimerickGender: MaleAge Category: 35-44
1607,Blue Floral Embroidered Mac,26-05-2025,Children — Girls Clothing,1,€35.00,€17.85,Debit Card,Cust ID: 11859Location LimerickGender: MaleAge Category: 35-44
1608,Orange/Navy Shorts Three Pack,2025-05-26,Children — Girls Clothing,2,€33.00,€16.83,Debit Card,ID: 13434From: MayoGender: FemaleAge: 35-44
1609,Orange/Navy Shorts Three Pack,2025-05-26,Children — Girls Clothing,2,€33.00,€16.83,Debit Card,ID: 13434From: MayoGender: FemaleAge: 35-44
1610,Fluro Shorts Two Pack,2025-05-26,Children — Boys Clothing,1,17.50,8.93,Debit Card,Cust ID: 3974City: CorkGender: MAge Group: 45-54
1611,Fluro Shorts Two Pack,2025-05-26,Children — Boys Clothing,1,17.50,8.93,Debit Card,Cust ID: 3974City: CorkGender: MAge Group: 45-54
1612,Floral Embroidered Kaftan,2025-05-26,Children — Girls Clothing,1,€ 32.00,€ 16.32,PayPal,Customer ID: 7116Location WicklowGender: FemaleAge Group: 35—44
1613,Floral Embroidered Kaftan,2025-05-26,Children — Girls Clothing,1,€ 32.00,€ 16.32,PayPal,Customer ID: 7116Location WicklowGender: FemaleAge Group: 35—44
1614,Hawaiian Print Sun Safe Two Piece,"May 27, 2025",Children —  Girls Clothing,1,17.50,8.93,Credit Card,Location: KerryGender: MAge Group: 35-44ID 9891
1615,Hawaiian Print Sun Safe Two Piece,"May 27, 2025",Children —  Girls Clothing,1,17.50,8.93,Credit Card,Location: KerryGender: MAge Group: 35-44ID 9891
1616,Whitney Pullover,2025-05-27,Women — Tops,2,€99.00,€55.00,Credit Card,ID: 4029From: TipperaryGender: Prefer not to sayAge Range: 18-24
1617,Whitney Pullover,2025-05-27,Women — Tops,2,€99.00,€55.00,Credit Card,ID: 4029From: TipperaryGender: Prefer not to sayAge Range: 18-24
1618,Blue Puff Sleeve T-shirt Five Pack,2025-05-28,Children — Girls  Clothing,3,64.50,32.90,Debit Card,Cust ID: 2787From: MonaghanGender: FemaleAge: 55-64
1619,Blue Puff Sleeve T-shirt Five Pack,2025-05-28,Children — Girls  Clothing,3,64.50,32.90,Debit Card,Cust ID: 2787From: MonaghanGender: FemaleAge: 55-64
1620,Navy/White Long Sleeve Gingham Cheque Shirt,2025-05-28,Men — Shirts,2,€58.00,€22.04,Credit Card,ID 18616From: CarlowGender: FemaleAge Group: 45—54
1621,Navy/White Long Sleeve Gingham Cheque Shirt,2025-05-28,Men — Shirts,2,€58.00,€22.04,Credit Card,ID 18616From: CarlowGender: FemaleAge Group: 45—54
1622,Fluro Shorts Two Pack,2025-05-28,Children  — Boys Clothing,1,€ 17.50,€ 8.93,CC,ID: 9566City: KildareGender: FemaleAge Group: 35—44
1623,Fluro Shorts Two Pack,2025-05-28,Children  — Boys Clothing,1,€ 17.50,€ 8.93,CC,ID: 9566City: KildareGender: FemaleAge Group: 35—44
1624,Hawaiian Print Sun Safe Two Piece,28 May 2025,Children — Girls Clothing,2,€35.00,€17.85,Credit Card,Age Category: 35-44Location: WexfordID: 13012Gender: Female
1625,Hawaiian Print Sun Safe Two Piece,28 May 2025,Children — Girls Clothing,2,€35.00,€17.85,Credit Card,Age Category: 35-44Location: WexfordID: 13012Gender: Female
1626,White Tie and Shirt Set,29 May 2025,Men — Shirts,4,€140.00,€53.20,CC,ID: 14459Location KildareGender: FemaleAge Range: 25—34
1627,White Tie and Shirt Set,29 May 2025,Men — Shirts,4,€140.00,€53.20,CC,ID: 14459Location KildareGender: FemaleAge Range: 25—34
1628,Mid Blue Straight Fit Jeans,2025-05-29,Men —  Jeans,2,€ 76.00,€ 30.40,Debit Card,ID: 3853Location: CavanGender: MaleAge: 18—24
1629,Mid Blue Straight Fit Jeans,2025-05-29,Men —  Jeans,2,€ 76.00,€ 30.40,Debit Card,ID: 3853Location: CavanGender: MaleAge: 18—24
1630,Marshall Oxford Shirt,2025-05-29,Men — Shirts,1,€63.00,€23.94,Credit Card,ID: 10919Location LimerickGender: Prefer not to sayAge: 25-34
1631,Marshall Oxford Shirt,2025-05-29,Men — Shirts,1,€63.00,€23.94,Credit Card,ID: 10919Location LimerickGender: Prefer not to sayAge: 25-34
1632,Multi Llama Vests Three Pack,2025-05-29,Children — Girls Clothing,1,17.50,8.93,PayPal,ID 4383Location: OffalyGender: MAge: 25-34
1633,Multi Llama Vests Three Pack,2025-05-29,Children — Girls Clothing,1,17.50,8.93,PayPal,ID 4383Location: OffalyGender: MAge: 25-34
1634,Black Slim Fit Jeans,2025-05-29,Men — Jeans,1,€ 46.00,€ 18.40,Credit Card,Customer ID: 7562City: KerryGender: MaleAge Group: 18-24
1635,Black Slim Fit Jeans,2025-05-29,Men — Jeans,1,€ 46.00,€ 18.40,Credit Card,Customer ID: 7562City: KerryGender: MaleAge Group: 18-24
1636,Multi Short Sleeve Character T-shirt,2025-05-29,Children — Boys Clothing,1,16.50,8.41,Debit Card,ID 7312Location OffalyGender: MAge: 35-44
1637,Multi Short Sleeve Character T-shirt,2025-05-29,Children — Boys Clothing,1,16.50,8.41,Debit Card,ID 7312Location OffalyGender: MAge: 35-44
1638,Blue Puff Sleeve T-shirt Five Pack,2025-05-30,Children — Girls Clothing,4,€86.00,€43.86,Debit Card,Cust ID: 4638From: KildareGender: FemaleAge Range: 35—44
1639,Blue Puff Sleeve T-shirt Five Pack,2025-05-30,Children — Girls Clothing,4,€86.00,€43.86,Debit Card,Cust ID: 4638From: KildareGender: FemaleAge Range: 35—44
1640,Hawaiian Print Sun Safe Two Piece,"May 30, 2025",Children —  Girls Clothing,1,€17.50,€8.93,Credit Card,ID: 13712Location: GalwayGender: FAge Range: 25–34
1641,Hawaiian Print Sun Safe Two Piece,"May 30, 2025",Children —  Girls Clothing,1,€17.50,€8.93,Credit Card,ID: 13712Location: GalwayGender: FAge Range: 25–34
1642,Leather Court Shoes,2025-05-30,Men — Shoes,3,€ 111.00,€ 49.95,Credit Card,Cust ID: 14494Location: DonegalGender: FemaleAge Category: 25-34
1643,Leather Court Shoes,2025-05-30,Men — Shoes,3,€ 111.00,€ 49.95,Credit Card,Cust ID: 14494Location: DonegalGender: FemaleAge Category: 25-34
1644,White Short Sleeve Oxford Shirt,30-05-2025,Men — Shirts,1,EUR 53.00,EUR 20.14,Credit Card,ID 6969City: DublinGender: FemaleAge Category: 25–34
1645,White Short Sleeve Oxford Shirt,30-05-2025,Men — Shirts,1,EUR 53.00,EUR 20.14,Credit Card,ID 6969City: DublinGender: FemaleAge Category: 25–34
1646,Hawaiian Print Sun Safe Two Piece,2025-05-30,Children — Girls Clothing,1,17.50,8.93,Debit Card,ID 6614Location WexfordGender: FAge Category: 18-24
1647,Hawaiian Print Sun Safe Two Piece,2025-05-30,Children — Girls Clothing,1,17.50,8.93,Debit Card,ID 6614Location WexfordGender: FAge Category: 18-24
1648,Navy Herringbone Throw,2025-05-30,Homeware — Bed Bath,4,€356.00,€124.60,Credit Card,Cust ID: 19203From: WexfordGender: MaleAge Group: 18-24
1649,Navy Herringbone Throw,2025-05-30,Homeware — Bed Bath,4,€356.00,€124.60,Credit Card,Cust ID: 19203From: WexfordGender: MaleAge Group: 18-24
1650,Floral Embroidered Kaftan,2025-05-30,Children — Girls Clothing,1,€ 32.00,€ 16.32,Debit Card,ID 14887City: ClareGender: FemaleAge Group: 25-34
1651,Floral Embroidered Kaftan,2025-05-30,Children — Girls Clothing,1,€ 32.00,€ 16.32,Debit Card,ID 14887City: ClareGender: FemaleAge Group: 25-34
1652,Navy Jersey Joggers,2025-05-31,Men — Trousers,1,€24.00,€11.76,Debit Card,Customer ID: 9397City: CorkGender: FemaleAge Category: 35-44
1653,Navy Jersey Joggers,2025-05-31,Men — Trousers,1,€24.00,€11.76,Debit Card,Customer ID: 9397City: CorkGender: FemaleAge Category: 35-44
1654,Dark Wash Straight Fit Jeans,31 May 2025,Men — Jeans,1,€33.00,€13.20,Credit Card,Customer ID: 3700City: CorkGender: Prefer not to sayAge Category: 25-34
1655,Dark Wash Straight Fit Jeans,31 May 2025,Men — Jeans,1,€33.00,€13.20,Credit Card,Customer ID: 3700City: CorkGender: Prefer not to sayAge Category: 25-34
1656,Cydney Plaid Shirt,2025-05-31,Women —  Tops,3,153.90,85.50,Debit Card,ID: 17662Location DublinGender: FAge: 35-44
1657,Cydney Plaid Shirt,2025-05-31,Women —  Tops,3,153.90,85.50,Debit Card,ID: 17662Location DublinGender: FAge: 35-44
1658,Multi Short Sleeve Character T-shirt,2025-05-31,Children — Boys Clothing,-1,€16.50,€8.41,Debit Card,City: MayoAge Range: 25-34ID: 13431Gender: Male
1659,Multi Short Sleeve Character T-shirt,2025-05-31,Children — Boys Clothing,-1,€16.50,€8.41,Debit Card,City: MayoAge Range: 25-34ID: 13431Gender: Male
1660,Mola Headlamp,2025-05-31,Homeware — Design,2,86.00,34.40,Credit Card,ID 6470Location MayoGender: MaleAge Range: 55-64
1661,Mola Headlamp,2025-05-31,Homeware — Design,2,86.00,34.40,Credit Card,ID 6470Location MayoGender: MaleAge Range: 55-64
1662,Black Signature Point Court Shoes,2025-05-31,Men  — Shoes,2,€ 88.00,€ 39.60,PayPal,Customer ID: 16553From: DublinGender: FAge Group: 35—44
1663,Black Signature Point Court Shoes,2025-05-31,Men  — Shoes,2,€ 88.00,€ 39.60,PayPal,Customer ID: 16553From: DublinGender: FAge Group: 35—44
1664,Metallic Cross Strap Block Heels,31 May 2025,Women — Shoes,1,EUR 58.50,EUR 22.75,PayPal,Customer ID: 7562City: KerryGender: MaleAge Range: 18–24
1665,Metallic Cross Strap Block Heels,31 May 2025,Women — Shoes,1,EUR 58.50,EUR 22.75,PayPal,Customer ID: 7562City: KerryGender: MaleAge Range: 18–24
1666,White Short Sleeve Oxford Shirt,2025-06-01,Men  — Shirts,-1,€ 47.70,€ 14.84,Credit Card,Gender: FemaleCust ID: 16406Age: 45-54Location Donegal
1667,White Short Sleeve Oxford Shirt,2025-06-01,Men  — Shirts,-1,€ 47.70,€ 14.84,Credit Card,Gender: FemaleCust ID: 16406Age: 45-54Location Donegal
1668,White Short Sleeve Bird Print Shirt,2025-06-01,Men — Shirts,1,29.00,11.02,Credit Card,Customer ID: 9800From: LimerickGender: MaleAge Category: 18-24
1669,White Short Sleeve Bird Print Shirt,2025-06-01,Men — Shirts,1,29.00,11.02,Credit Card,Customer ID: 9800From: LimerickGender: MaleAge Category: 18-24
1670,White Short Sleeve Oxford Shirt,2025-06-01,Men — Shirts,1,€47.70,€14.84,Credit Card,Age Group: 18–24From: ClareCustomer ID: 8447Gender: Male
1671,White Short Sleeve Oxford Shirt,2025-06-01,Men — Shirts,1,€47.70,€14.84,Credit Card,Age Group: 18–24From: ClareCustomer ID: 8447Gender: Male
1672,Blue Puff Sleeve T-shirt Five Pack,01 Jun 2025,Children — Girls Clothing,3,64.50,32.90,Credit Card,Customer ID: 1009From: KildareGender: Prefer not to sayAge: None
1673,Blue Puff Sleeve T-shirt Five Pack,01 Jun 2025,Children — Girls Clothing,3,64.50,32.90,Credit Card,Customer ID: 1009From: KildareGender: Prefer not to sayAge: None
1674,Orange/Navy Shorts Three Pack,2025-06-02,Children — Girls Clothing,2,EUR 33.00,EUR 16.83,Debit Card,Gender: MID: 17806Age: NoneCity: Meath
1675,Orange/Navy Shorts Three Pack,2025-06-02,Children — Girls Clothing,2,EUR 33.00,EUR 16.83,Debit Card,Gender: MID: 17806Age: NoneCity: Meath
1676,Navy Crew and Jogger Set,2025-06-02,Children — Boys Clothing,3,€52.50,€26.77,Credit Card,ID: 12781Location DublinGender: FemaleAge Category: 25-34
1677,Navy Crew and Jogger Set,2025-06-02,Children — Boys Clothing,3,€52.50,€26.77,Credit Card,ID: 12781Location DublinGender: FemaleAge Category: 25-34
1678,White Short Sleeve Bird Print Shirt,2025-06-02,Men — Shirts,-1,€ 29.00,€ 11.02,Credit Card,Customer ID: 3347City: MayoGender: MAge Group: 25-34
1679,White Short Sleeve Bird Print Shirt,2025-06-02,Men — Shirts,-1,€ 29.00,€ 11.02,Credit Card,Customer ID: 3347City: MayoGender: MAge Group: 25-34
1680,White Short Sleeve Oxford Shirt,02-06-2025,Men  — Shirts,1,53.00,20.14,Debit Card,Customer ID: 1228Location: DublinGender: MaleAge Range: 25-34
1681,White Short Sleeve Oxford Shirt,02-06-2025,Men  — Shirts,1,53.00,20.14,Debit Card,Customer ID: 1228Location: DublinGender: MaleAge Range: 25-34
1682,Light Blue Slim Fit Short Sleeve Stretch Shirt,2025-06-02,Men — Shirts,1,21.15,6.58,PayPal,ID: 5279City: TipperaryGender: FemaleAge: 25—34
1683,Light Blue Slim Fit Short Sleeve Stretch Shirt,2025-06-02,Men — Shirts,1,21.15,6.58,PayPal,ID: 5279City: TipperaryGender: FemaleAge: 25—34
1684,Dwellers Stool,2025-06-02,Homeware — Design,5,57.50,23.00,Credit Card,Cust ID: 12984From: WexfordGender: MaleAge Category: 45-54
1685,Dwellers Stool,2025-06-02,Homeware — Design,5,57.50,23.00,Credit Card,Cust ID: 12984From: WexfordGender: MaleAge Category: 45-54
1686,Soft Velour Eyelet Lined Curtains,2025-06-03,Homeware — Design,2,€ 212.00,€ 84.80,Credit Card,Cust ID: 1734Gender: MaleFrom: CorkAge: 35—44
1687,Soft Velour Eyelet Lined Curtains,2025-06-03,Homeware — Design,2,€ 212.00,€ 84.80,Credit Card,Cust ID: 1734Gender: MaleFrom: CorkAge: 35—44
1688,Orange/Navy Shorts Three Pack,2025-06-03,Children — Girls Clothing,1,€16.50,€8.41,Credit Card,ID: 13387Location: KildareGender: MAge Range: 25-34
1689,Orange/Navy Shorts Three Pack,2025-06-03,Children — Girls Clothing,1,€16.50,€8.41,Credit Card,ID: 13387Location: KildareGender: MAge Range: 25-34
1690,Grey Marl Panda Face Crew,2025-06-03,Children — Boys Clothing,2,€20.70,€9.43,PayPal,Customer ID: 3803Location LouthGender: FemaleAge: 35-44
1691,Grey Marl Panda Face Crew,2025-06-03,Children — Boys Clothing,2,€20.70,€9.43,PayPal,Customer ID: 3803Location LouthGender: FemaleAge: 35-44
1692,Grey Marl Panda Face Crew,04-06-2025,Children — Boys Clothing,1,EUR 11.50,EUR 5.87,Debit  Card,ID 9925Location KildareGender: MaleAge Group: 25–34
1693,Grey Marl Panda Face Crew,04-06-2025,Children — Boys Clothing,1,EUR 11.50,EUR 5.87,Debit  Card,ID 9925Location KildareGender: MaleAge Group: 25–34
1694,Mid Blue Straight Fit Jeans,04 Jun 2025,Men  —  Jeans,2,76.00,30.40,Credit Card,ID: 12437City: CorkGender: FAge: 35—44
1695,Mid Blue Straight Fit Jeans,04 Jun 2025,Men  —  Jeans,2,76.00,30.40,Credit Card,ID: 12437City: CorkGender: FAge: 35—44
1696,Grey Marl Panda Face Crew,04 Jun 2025,Children — Boys Clothing,1,11.50,5.87,Debit Card,Customer ID: 9012Location: TipperaryGender: FemaleAge Category: 35-44
1697,Grey Marl Panda Face Crew,04 Jun 2025,Children — Boys Clothing,1,11.50,5.87,Debit Card,Customer ID: 9012Location: TipperaryGender: FemaleAge Category: 35-44
1698,Blue Floral Embroidered Mac,"Jun 04, 2025",Children — Girls Clothing,1,EUR 35.00,EUR 17.85,Debit Card,Age Category: 35-44Location: LaoisCust ID: 10753Gender: Female
1699,Blue Floral Embroidered Mac,"Jun 04, 2025",Children — Girls Clothing,1,EUR 35.00,EUR 17.85,Debit Card,Age Category: 35-44Location: LaoisCust ID: 10753Gender: Female
1700,Floral Embroidered Kaftan,04-06-2025,Children — Girls Clothing,3,€ 96.00,€ 48.96,CC,Customer ID: 3037From: TipperaryGender: FemaleAge Group: 25—34
1701,Floral Embroidered Kaftan,04-06-2025,Children — Girls Clothing,3,€ 96.00,€ 48.96,CC,Customer ID: 3037From: TipperaryGender: FemaleAge Group: 25—34
1702,Blue Puff Sleeve T–shirt Five Pack,04-06-2025,Children —  Girls Clothing,2,43.00,21.93,Credit Card,Customer ID: 10675Location: DublinGender: FAge Group: 25–34
